=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:35:26: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrBEAYBpwHQO3vATNUkAEFIEY2aknlgMxFQAsZkArHgN6gAeoAXOuAHQDs1AvhqGqoBQ3CMiFxpcZQwMAxq0wBiAIbqNofpiHVECOMVQBdSACgw2YegVLQy+Y6daBVsZiuSPkad9nfaOSYlTh5tUAA2a0icIiivGN8Y-1s2ew1NcKjaUwtUlS5CopdMFHB6UEU0hydHEtAUdwaJIhQklH9mwJtgtlC+AS5ooaahhKGkoc6hnPNgfPSM1XqjcqCqlVq68KMmowSjJKNOo26GZj7uAcwADmi7pruEu6S7lMq7ZSLi8LvZvI+1SWy3C5GiYKaYISYKSYPI+ngUDWPQ29i2ilBNARcCRFQu7Cu4QAnNBsVZkQs1Et6iTsGTrJTvoUaS0BCSkiTOiT-vNeugwZhUTVakQAO5KJCY+EGRGxIL4-oCcVsSVsnD03C5XkAZwAtnYAE4AewALgB9ACm8mwuHCSOxjWx2ItFL52EVgs+wPqumxuydMrgFs1xiAA
13:35:32: [INFO] Routing pad 'SW20:1' at (53340000, 92710000) with pad 'SW26:1' at (53340000, 111760000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(53340000, 92710000), (53340000, 111760000)]
13:35:32: [INFO] Routing pad 'SW26:1' at (53340000, 111760000) with pad 'SW56a:1' at (172402500, 111760000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(53340000, 111760000), (172402500, 111760000)]
13:35:32: [INFO] Could not add track segment due to detected collision
13:35:32: [INFO] Routing pad 'SW38:1' at (181927500, 54610000) with pad 'SW32:1' at (181927500, 35560000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(181927500, 54610000), (181927500, 35560000)]
13:35:32: [INFO] Routing pad 'SW44:1' at (181927500, 73660000) with pad 'SW38:1' at (181927500, 54610000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(181927500, 73660000), (181927500, 54610000)]
13:35:32: [INFO] Routing pad 'SW50:1' at (181927500, 92710000) with pad 'SW44:1' at (181927500, 73660000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(181927500, 92710000), (181927500, 73660000)]
13:35:32: [INFO] Routing pad 'SW56:1' at (181927500, 111760000) with pad 'SW50:1' at (181927500, 92710000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(181927500, 111760000), (181927500, 92710000)]
13:35:32: [INFO] Routing pad 'SW56a:1' at (172402500, 111760000) with pad 'SW56:1' at (181927500, 111760000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(172402500, 111760000), (181927500, 111760000)]
13:35:32: [INFO] Routing COL2 pads
13:35:32: [INFO] Routing pad 'SW3:1' at (72390000, 35560000) with pad 'SW9:1' at (72390000, 54610000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(72390000, 35560000), (72390000, 54610000)]
13:35:32: [INFO] Routing pad 'SW9:1' at (72390000, 54610000) with pad 'SW15:1' at (72390000, 73660000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(72390000, 54610000), (72390000, 73660000)]
13:35:32: [INFO] Routing pad 'SW15:1' at (72390000, 73660000) with pad 'SW21:1' at (72390000, 92710000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(72390000, 73660000), (72390000, 92710000)]
13:35:32: [INFO] Routing pad 'SW21:1' at (72390000, 92710000) with pad 'SW27:1' at (72390000, 111760000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(72390000, 92710000), (72390000, 111760000)]
13:35:32: [INFO] Routing pad 'SW3:1' at (72390000, 35560000) with pad 'SW33:1' at (200977500, 35560000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(72390000, 35560000), (200977500, 35560000)]
13:35:32: [INFO] Could not add track segment due to detected collision
13:35:32: [INFO] Routing pad 'SW33:1' at (200977500, 35560000) with pad 'SW39:1' at (200977500, 54610000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(200977500, 35560000), (200977500, 54610000)]
13:35:32: [INFO] Routing pad 'SW39:1' at (200977500, 54610000) with pad 'SW45:1' at (200977500, 73660000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(200977500, 54610000), (200977500, 73660000)]
13:35:32: [INFO] Routing pad 'SW45:1' at (200977500, 73660000) with pad 'SW51:1' at (200977500, 92710000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(200977500, 73660000), (200977500, 92710000)]
13:35:32: [INFO] Routing pad 'SW51:1' at (200977500, 92710000) with pad 'SW57:1' at (200977500, 111760000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(200977500, 92710000), (200977500, 111760000)]
13:35:32: [INFO] Routing COL0 pads
13:35:32: [INFO] Routing pad 'SW1a:S1' at (45100000, 40600000) with pad 'SW7:1' at (34290000, 54610000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(45100000, 40600000), (45100000, 43800000)]
13:35:32: [INFO] Adding track segment (F.Cu): [(45100000, 43800000), (34290000, 54610000)]
13:35:32: [INFO] Routing pad 'SW7:1' at (34290000, 54610000) with pad 'SW13:1' at (34290000, 73660000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(34290000, 54610000), (34290000, 73660000)]
13:35:32: [INFO] Routing pad 'SW13:1' at (34290000, 73660000) with pad 'SW19:1' at (34290000, 92710000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(34290000, 73660000), (34290000, 92710000)]
13:35:32: [INFO] Routing pad 'SW19:1' at (34290000, 92710000) with pad 'SW25:1' at (34290000, 111760000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(34290000, 92710000), (34290000, 111760000)]
13:35:32: [INFO] Routing pad 'SW1:1' at (34290000, 35560000) with pad 'SW1a:S1' at (45100000, 40600000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Routing pad 'SW1a:S1' at (45100000, 40600000) with pad 'SW31:1' at (162877500, 35560000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Routing pad 'SW31:1' at (162877500, 35560000) with pad 'SW37:1' at (162877500, 54610000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(162877500, 35560000), (162877500, 54610000)]
13:35:32: [INFO] Routing pad 'SW37:1' at (162877500, 54610000) with pad 'SW43:1' at (162877500, 73660000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(162877500, 54610000), (162877500, 73660000)]
13:35:32: [INFO] Routing pad 'SW43:1' at (162877500, 73660000) with pad 'SW49:1' at (162877500, 92710000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(162877500, 73660000), (162877500, 92710000)]
13:35:32: [INFO] Routing pad 'SW49:1' at (162877500, 92710000) with pad 'SW55:1' at (162877500, 111760000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(162877500, 92710000), (162877500, 111760000)]
13:35:32: [INFO] Could not add track segment due to detected collision
13:35:32: [INFO] Routing ROW7 pads
13:35:32: [INFO] Routing pad 'D43:1' at (171767500, 81600000) with pad 'D44:1' at (190817500, 81600000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(171767500, 81600000), (190817500, 81600000)]
13:35:32: [INFO] Routing pad 'D44:1' at (190817500, 81600000) with pad 'D45:1' at (209867500, 81600000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(190817500, 81600000), (209867500, 81600000)]
13:35:32: [INFO] Routing pad 'D45:1' at (209867500, 81600000) with pad 'D46:1' at (228917500, 81600000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(209867500, 81600000), (228917500, 81600000)]
13:35:32: [INFO] Routing pad 'D46:1' at (228917500, 81600000) with pad 'D47:1' at (247967500, 81600000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(228917500, 81600000), (247967500, 81600000)]
13:35:32: [INFO] Routing pad 'D47:1' at (247967500, 81600000) with pad 'D48:1' at (267017500, 81600000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(247967500, 81600000), (267017500, 81600000)]
13:35:32: [INFO] Routing COL3 pads
13:35:32: [INFO] Routing pad 'SW4:1' at (91440000, 35560000) with pad 'SW10:1' at (91440000, 54610000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(91440000, 35560000), (91440000, 54610000)]
13:35:32: [INFO] Routing pad 'SW10:1' at (91440000, 54610000) with pad 'SW16:1' at (91440000, 73660000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(91440000, 54610000), (91440000, 73660000)]
13:35:32: [INFO] Routing pad 'SW16:1' at (91440000, 73660000) with pad 'SW22:1' at (91440000, 92710000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(91440000, 73660000), (91440000, 92710000)]
13:35:32: [INFO] Routing pad 'SW22:1' at (91440000, 92710000) with pad 'SW28:1' at (91440000, 111760000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(91440000, 92710000), (91440000, 111760000)]
13:35:32: [INFO] Routing pad 'SW4:1' at (91440000, 35560000) with pad 'SW34:1' at (220027500, 35560000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(91440000, 35560000), (220027500, 35560000)]
13:35:32: [INFO] Could not add track segment due to detected collision
13:35:32: [INFO] Routing pad 'SW34:1' at (220027500, 35560000) with pad 'SW40:1' at (220027500, 54610000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(220027500, 35560000), (220027500, 54610000)]
13:35:32: [INFO] Routing pad 'SW40:1' at (220027500, 54610000) with pad 'SW46:1' at (220027500, 73660000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(220027500, 54610000), (220027500, 73660000)]
13:35:32: [INFO] Routing pad 'SW46:1' at (220027500, 73660000) with pad 'SW52:1' at (220027500, 92710000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(220027500, 73660000), (220027500, 92710000)]
13:35:32: [INFO] Routing pad 'SW52:1' at (220027500, 92710000) with pad 'SW58:1' at (220027500, 111760000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(220027500, 92710000), (220027500, 111760000)]
13:35:32: [INFO] Routing ROW3 pads
13:35:32: [INFO] Routing pad 'D19:1' at (43180000, 100650000) with pad 'D20:1' at (62230000, 100650000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(43180000, 100650000), (62230000, 100650000)]
13:35:32: [INFO] Routing pad 'D20:1' at (62230000, 100650000) with pad 'D21:1' at (81280000, 100650000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(62230000, 100650000), (81280000, 100650000)]
13:35:32: [INFO] Routing pad 'D21:1' at (81280000, 100650000) with pad 'D22:1' at (100330000, 100650000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(81280000, 100650000), (100330000, 100650000)]
13:35:32: [INFO] Routing pad 'D22:1' at (100330000, 100650000) with pad 'D23:1' at (119380000, 100650000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(100330000, 100650000), (119380000, 100650000)]
13:35:32: [INFO] Routing pad 'D23:1' at (119380000, 100650000) with pad 'D24:1' at (138430000, 100650000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(119380000, 100650000), (138430000, 100650000)]
13:35:32: [INFO] Routing ROW6 pads
13:35:32: [INFO] Routing pad 'D37:1' at (171767500, 62550000) with pad 'D38:1' at (190817500, 62550000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(171767500, 62550000), (190817500, 62550000)]
13:35:32: [INFO] Routing pad 'D38:1' at (190817500, 62550000) with pad 'D39:1' at (209867500, 62550000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(190817500, 62550000), (209867500, 62550000)]
13:35:32: [INFO] Routing pad 'D39:1' at (209867500, 62550000) with pad 'D40:1' at (228917500, 62550000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(209867500, 62550000), (228917500, 62550000)]
13:35:32: [INFO] Routing pad 'D40:1' at (228917500, 62550000) with pad 'D41:1' at (247967500, 62550000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(228917500, 62550000), (247967500, 62550000)]
13:35:32: [INFO] Routing pad 'D41:1' at (247967500, 62550000) with pad 'D42:1' at (267017500, 62550000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(247967500, 62550000), (267017500, 62550000)]
13:35:32: [INFO] Routing ROW4 pads
13:35:32: [INFO] Routing pad 'D25:1' at (43180000, 119700000) with pad 'D26:1' at (62230000, 119700000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(43180000, 119700000), (62230000, 119700000)]
13:35:32: [INFO] Routing pad 'D26:1' at (62230000, 119700000) with pad 'D27:1' at (81280000, 119700000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(62230000, 119700000), (81280000, 119700000)]
13:35:32: [INFO] Routing pad 'D27:1' at (81280000, 119700000) with pad 'D28:1' at (100330000, 119700000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(81280000, 119700000), (100330000, 119700000)]
13:35:32: [INFO] Routing pad 'D28:1' at (100330000, 119700000) with pad 'D29:1' at (119380000, 119700000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(100330000, 119700000), (119380000, 119700000)]
13:35:32: [INFO] Routing pad 'D29:1' at (119380000, 119700000) with pad 'D30:1' at (138430000, 119700000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(119380000, 119700000), (138430000, 119700000)]
13:35:32: [INFO] Removing dangling tracks
