=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:37:16: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgIwFYB0yA0dwE9ZwAxpIC+m4+6CAzADoB299FC4mEAxnuAMQCG-A8KSzMkjBnWbgAuugBQYKHkJIkZTvB4B2HbqFkE6fDPmLo8Kii1lc8ALSEAnGqwas3dp6-6R6AEyscBDmcAAcKAAsJGTMLLIKwXgIVjZ4DijOwuRGgdksbErwCIRRWcwBBW48AoJkAO54fmWUEeJMOfFmyihULjhphAhZfh2miUVUqfZOfVUeXp4+4IYIcWOFiCh9tnDpzupcfDW8uQ1FW1krgRyHC4uX-tcbxSj4DwgVWCtUT3PHJ-UkhcDJQkCYEhtBtsBmgspNjJ1xohLBEprsnAdNPMFksRqtcnjPjcsbo9ID4H4UH5ol8Wk8QnYEAA2HqzQ7-U5ArQ08B4363O64x6I56vNlYjnkuCU6lwyj8rF3ThyokbcKhOX4siTD4K9ySrBnTbc4aUWgSeiGYxkPFiC10K307qTQ2NKw8vGte1XEUhZL4PpG5I81H5ILPFGBoEh0HgxQAJySIywIVQAbRdhZFFcApxzR+MXQEVyFDBhaZcaRERQTIeBdpxZBZdpFd9eGroQ96HrvKLBPQzd7rfWqZ6cp7k0bWEmg8mw4hIRZTMx7lJOk5FKyqObxP1xw3m1lZFR8668DT0OmGSj5xjPxFifsHzIIXCUQzyXfOcVguaWhL6ChABjgAcUlZqmKDz-iCQEgiBIJgW28DhE0NroNBWAjLBmHoPBOGISOeBaO6coYeAkzYeRuG5DqCKEfAxHciu2hrgelImsegHgX6KiXui17MUcNQHsGW6UAi0hAA
13:37:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D59 at 102.0 degree(s) and footprint2: D60 at 90.0 degree(s)
13:37:23: [INFO] Routing pad 'D60:1' at (301307500, 121605000) with pad 'D61:1' at (320357500, 121605000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(301307500, 121605000), (320357500, 121605000)]
13:37:23: [INFO] Routing ROW1 pads
13:37:23: [INFO] Routing pad 'D17:1' at (62230000, 62550000) with pad 'D18:1' at (85090000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Routing pad 'D18:1' at (85090000, 83505000) with pad 'D19:1' at (108902500, 83505000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(85090000, 83505000), (108902500, 83505000)]
13:37:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D19 at 90.0 degree(s) and footprint2: D20 at 78.0 degree(s)
13:37:23: [INFO] Routing pad 'D20:1' at (129094441, 84864344) with pad 'D21:1' at (147728153, 88825062) using coordinate system rotated by 282.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(129094441, 84864344), (147728152, 88825060)]
13:37:23: [INFO] Adding track segment (B.Cu): [(147728152, 88825060), (147728153, 88825062)]
13:37:23: [INFO] Routing pad 'D21:1' at (147728153, 88825062) with pad 'D22:1' at (166361865, 92785779) using coordinate system rotated by 282.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(147728153, 88825062), (166361863, 92785779)]
13:37:23: [INFO] Adding track segment (B.Cu): [(166361863, 92785779), (166361865, 92785779)]
13:37:23: [INFO] Routing pad 'D22:1' at (166361865, 92785779) with pad 'D23:1' at (184995577, 96746497) using coordinate system rotated by 282.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(166361865, 92785779), (184995576, 96746496)]
13:37:23: [INFO] Adding track segment (B.Cu): [(184995576, 96746496), (184995577, 96746497)]
13:37:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D23 at 78.0 degree(s) and footprint2: D24 at 102.0 degree(s)
13:37:23: [INFO] Routing pad 'D24:1' at (223747288, 95769528) with pad 'D25:1' at (242380999, 91808810) using coordinate system rotated by 258.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(223747288, 95769528), (242380997, 91808810)]
13:37:23: [INFO] Adding track segment (B.Cu): [(242380997, 91808810), (242380999, 91808810)]
13:37:23: [INFO] Routing pad 'D25:1' at (242380999, 91808810) with pad 'D26:1' at (261014711, 87848092) using coordinate system rotated by 258.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(242380999, 91808810), (261014709, 87848091)]
13:37:23: [INFO] Adding track segment (B.Cu): [(261014709, 87848091), (261014711, 87848092)]
13:37:23: [INFO] Routing pad 'D26:1' at (261014711, 87848092) with pad 'D27:1' at (279648423, 83887375) using coordinate system rotated by 258.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(261014711, 87848092), (279648421, 83887374)]
13:37:23: [INFO] Adding track segment (B.Cu): [(279648421, 83887374), (279648423, 83887375)]
13:37:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D27 at 102.0 degree(s) and footprint2: D28 at 90.0 degree(s)
13:37:23: [INFO] Routing pad 'D28:1' at (299402500, 82552500) with pad 'D29:1' at (318452500, 83505000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(299402500, 82552500), (317500000, 82552500)]
13:37:23: [INFO] Adding track segment (B.Cu): [(317500000, 82552500), (318452500, 83505000)]
13:37:23: [INFO] Routing pad 'D29:1' at (318452500, 83505000) with pad 'D30:1' at (337502500, 83505000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(318452500, 83505000), (337502500, 83505000)]
13:37:23: [INFO] Routing pad 'D32:1' at (361315000, 83505000) with pad 'D31:1' at (357028750, 102555000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(361315000, 83505000), (361315000, 98268750)]
13:37:23: [INFO] Adding track segment (B.Cu): [(361315000, 98268750), (357028750, 102555000)]
13:37:23: [INFO] Routing pad 'D30:1' at (337502500, 83505000) with pad 'D32:1' at (361315000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(337502500, 83505000), (361315000, 83505000)]
13:37:23: [INFO] Routing COL7 pads
13:37:23: [INFO] Routing pad 'SW40:1' at (220156512, 107890975) with pad 'SW56:1' at (215732059, 128307010) using coordinate system rotated by 348.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(220156512, 107890975), (222334905, 118139516)]
13:37:23: [INFO] Adding track segment (F.Cu): [(222334905, 118139516), (215732059, 128307010)]
13:37:23: [INFO] Routing pad 'SW24:1' at (213400738, 89851371) with pad 'SW8:1' at (216893505, 69633372) using coordinate system rotated by 348.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(213400738, 89851371), (219269935, 80813599)]
13:37:23: [INFO] Adding track segment (F.Cu): [(219269935, 80813599), (216893505, 69633372)]
13:37:23: [INFO] Routing pad 'SW24:1' at (213400738, 89851371) with pad 'SW40:1' at (220156512, 107890975) using coordinate system rotated by 348.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(213400738, 89851371), (216767347, 105690025)]
13:37:23: [INFO] Adding track segment (F.Cu): [(216767347, 105690025), (220156512, 107890975)]
13:37:23: [INFO] Routing COL6 pads
13:37:23: [INFO] Routing pad 'SW23:1' at (177950663, 87131671) with pad 'SW39:1' at (178648373, 106755562) using coordinate system rotated by 12.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(177950663, 87131671), (174980124, 101106955)]
13:37:23: [INFO] Adding track segment (F.Cu): [(174980124, 101106955), (178648373, 106755562)]
13:37:23: [INFO] Routing pad 'SW39:1' at (178648373, 106755562) with pad 'SW55:1' at (183072825, 127171597) using coordinate system rotated by 12.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(178648373, 106755562), (176469977, 117004102)]
13:37:23: [INFO] Adding track segment (F.Cu): [(176469977, 117004102), (183072825, 127171597)]
13:37:23: [INFO] Routing pad 'SW55:1' at (183072825, 127171597) with pad 'SW65:1' at (187031435, 147488614) using coordinate system rotated by 12.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(183072825, 127171597), (180795412, 137885981)]
13:37:23: [INFO] Adding track segment (F.Cu): [(180795412, 137885981), (187031435, 147488614)]
13:37:23: [INFO] Routing pad 'SW23:1' at (177950663, 87131671) with pad 'SW7:1' at (190296551, 70280282) using coordinate system rotated by 12.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(177950663, 87131671), (188118156, 80528822)]
13:37:23: [INFO] Adding track segment (F.Cu): [(188118156, 80528822), (190296551, 70280282)]
13:37:23: [INFO] Routing COL8 pads
13:37:23: [INFO] Routing pad 'SW41:1' at (238790224, 103930257) with pad 'SW57:1' at (234365771, 124346292) using coordinate system rotated by 348.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(238790224, 103930257), (240968618, 114178796)]
13:37:23: [INFO] Adding track segment (F.Cu): [(240968618, 114178796), (234365771, 124346292)]
13:37:23: [INFO] Routing pad 'SW25:1' at (232034449, 85890653) with pad 'SW9:1' at (235527216, 65672654) using coordinate system rotated by 348.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(232034449, 85890653), (237903645, 76852880)]
13:37:23: [INFO] Adding track segment (F.Cu): [(237903645, 76852880), (235527216, 65672654)]
13:37:23: [INFO] Routing pad 'SW57:1' at (234365771, 124346292) with pad 'SW66:1' at (235997275, 143475093) using coordinate system rotated by 348.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(234365771, 124346292), (237831398, 140650790)]
13:37:23: [INFO] Adding track segment (F.Cu): [(237831398, 140650790), (235997275, 143475093)]
13:37:23: [INFO] Routing pad 'SW25:1' at (232034449, 85890653) with pad 'SW41:1' at (238790224, 103930257) using coordinate system rotated by 348.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(232034449, 85890653), (235401058, 101729306)]
13:37:23: [INFO] Adding track segment (F.Cu): [(235401058, 101729306), (238790224, 103930257)]
13:37:23: [INFO] Routing COL3 pads
13:37:23: [INFO] Routing pad 'SW20:1' at (122049527, 75249518) with pad 'SW36:1' at (122747237, 94873409) using coordinate system rotated by 12.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(122049527, 75249518), (119078988, 89224800)]
13:37:23: [INFO] Adding track segment (F.Cu): [(119078988, 89224800), (122747237, 94873409)]
13:37:23: [INFO] Routing pad 'SW52:1' at (127171690, 115289444) with pad 'SW63:1' at (123012936, 134854841) using coordinate system rotated by 12.0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(127171690, 115289444), (123012935, 134854840)]
13:37:24: [INFO] Adding track segment (F.Cu): [(123012935, 134854840), (123012936, 134854841)]
13:37:24: [INFO] Routing pad 'SW36:1' at (122747237, 94873409) with pad 'SW52:1' at (127171690, 115289444) using coordinate system rotated by 12.0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(122747237, 94873409), (120568842, 105121949)]
13:37:24: [INFO] Adding track segment (F.Cu): [(120568842, 105121949), (127171690, 115289444)]
13:37:24: [INFO] Routing pad 'SW20:1' at (122049527, 75249518) with pad 'SW4:1' at (134395415, 58398129) using coordinate system rotated by 12.0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(122049527, 75249518), (132217019, 68646669)]
13:37:24: [INFO] Adding track segment (F.Cu): [(132217019, 68646669), (134395415, 58398129)]
13:37:24: [INFO] Routing ROW2 pads
13:37:24: [INFO] Routing pad 'D33:1' at (58420000, 81600000) with pad 'D34:1' at (83661250, 102555000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Routing pad 'D34:1' at (83661250, 102555000) with pad 'D35:1' at (109855000, 102555000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(83661250, 102555000), (109855000, 102555000)]
13:37:24: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D35 at 90.0 degree(s) and footprint2: D36 at 78.0 degree(s)
13:37:24: [INFO] Routing pad 'D36:1' at (129792151, 104488235) with pad 'D37:1' at (148425863, 108448953) using coordinate system rotated by 282.0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(129792151, 104488235), (148425861, 108448951)]
13:37:24: [INFO] Adding track segment (B.Cu): [(148425861, 108448951), (148425863, 108448953)]
13:37:24: [INFO] Routing pad 'D37:1' at (148425863, 108448953) with pad 'D38:1' at (167059575, 112409671) using coordinate system rotated by 282.0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(148425863, 108448953), (167059574, 112409670)]
13:37:24: [INFO] Adding track segment (B.Cu): [(167059574, 112409670), (167059575, 112409671)]
13:37:24: [INFO] Routing pad 'D38:1' at (167059575, 112409671) with pad 'D39:1' at (185693287, 116370388) using coordinate system rotated by 282.0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(167059575, 112409671), (185693285, 116370388)]
13:37:24: [INFO] Adding track segment (B.Cu): [(185693285, 116370388), (185693287, 116370388)]
13:37:24: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D39 at 78.0 degree(s) and footprint2: D40 at 102.0 degree(s)
13:37:24: [INFO] Routing pad 'D40:1' at (230503062, 113809132) with pad 'D41:1' at (249136774, 109848414) using coordinate system rotated by 258.0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(230503062, 113809132), (249136773, 109848413)]
13:37:24: [INFO] Adding track segment (B.Cu): [(249136773, 109848413), (249136774, 109848414)]
13:37:24: [INFO] Routing pad 'D41:1' at (249136774, 109848414) with pad 'D42:1' at (267770486, 105887696) using coordinate system rotated by 258.0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(249136774, 109848414), (267770485, 105887695)]
13:37:24: [INFO] Adding track segment (B.Cu): [(267770485, 105887695), (267770486, 105887696)]
13:37:24: [INFO] Routing pad 'D42:1' at (267770486, 105887696) with pad 'D43:1' at (286404197, 101926979) using coordinate system rotated by 258.0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(267770486, 105887696), (286404196, 101926978)]
13:37:24: [INFO] Adding track segment (B.Cu): [(286404196, 101926978), (286404197, 101926979)]
13:37:24: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D43 at 102.0 degree(s) and footprint2: D44 at 90.0 degree(s)
13:37:24: [INFO] Routing pad 'D44:1' at (307022500, 102555000) with pad 'D45:1' at (326072500, 102555000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(307022500, 102555000), (326072500, 102555000)]
13:37:24: [INFO] Routing pad 'D45:1' at (326072500, 102555000) with pad 'D46:1' at (346551250, 121605000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Routing pad 'D46:1' at (346551250, 121605000) with pad 'D47:1' at (356076250, 121605000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(346551250, 121605000), (356076250, 121605000)]
13:37:24: [INFO] Routing pad 'D47:1' at (356076250, 121605000) with pad 'D48:1' at (372745000, 121605000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(356076250, 121605000), (372745000, 121605000)]
13:37:24: [INFO] Routing ROW0 pads
13:37:24: [INFO] Routing pad 'D1:1' at (84137500, 64455000) with pad 'D2:1' at (103187500, 64455000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(84137500, 64455000), (103187500, 64455000)]
13:37:24: [INFO] Routing pad 'D2:1' at (103187500, 64455000) with pad 'D3:1' at (122237500, 63502500) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(103187500, 64455000), (121285000, 64455000)]
13:37:24: [INFO] Adding track segment (B.Cu): [(121285000, 64455000), (122237500, 63502500)]
13:37:24: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D3 at 90.0 degree(s) and footprint2: D4 at 78.0 degree(s)
13:37:24: [INFO] Routing pad 'D4:1' at (141440329, 68012955) with pad 'D5:1' at (160074041, 71973673) using coordinate system rotated by 282.0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(141440329, 68012955), (160074040, 71973671)]
13:37:24: [INFO] Adding track segment (B.Cu): [(160074040, 71973671), (160074041, 71973673)]
13:37:24: [INFO] Routing pad 'D5:1' at (160074041, 71973673) with pad 'D6:1' at (178707753, 75934391) using coordinate system rotated by 282.0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(160074041, 71973673), (178707752, 75934390)]
13:37:24: [INFO] Adding track segment (B.Cu): [(178707752, 75934390), (178707753, 75934391)]
13:37:24: [INFO] Routing pad 'D6:1' at (178707753, 75934391) with pad 'D7:1' at (197341465, 79895108) using coordinate system rotated by 282.0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(178707753, 75934391), (197341463, 79895108)]
13:37:24: [INFO] Adding track segment (B.Cu): [(197341463, 79895108), (197341465, 79895108)]
13:37:24: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D7 at 78.0 degree(s) and footprint2: D8 at 102.0 degree(s)
13:37:24: [INFO] Routing pad 'D8:1' at (227240055, 75551529) with pad 'D9:1' at (245873766, 71590811) using coordinate system rotated by 258.0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(227240055, 75551529), (245873765, 71590810)]
13:37:24: [INFO] Adding track segment (B.Cu): [(245873765, 71590810), (245873766, 71590811)]
13:37:24: [INFO] Routing pad 'D9:1' at (245873766, 71590811) with pad 'D10:1' at (264507478, 67630093) using coordinate system rotated by 258.0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(245873766, 71590811), (264507476, 67630093)]
13:37:24: [INFO] Adding track segment (B.Cu): [(264507476, 67630093), (264507478, 67630093)]
13:37:24: [INFO] Routing pad 'D10:1' at (264507478, 67630093) with pad 'D11:1' at (283141190, 63669376) using coordinate system rotated by 258.0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(264507478, 67630093), (283141189, 63669375)]
13:37:24: [INFO] Adding track segment (B.Cu): [(283141189, 63669375), (283141190, 63669376)]
13:37:24: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D11 at 102.0 degree(s) and footprint2: D12 at 90.0 degree(s)
13:37:24: [INFO] Routing pad 'D12:1' at (302260000, 63502500) with pad 'D13:1' at (321310000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(302260000, 63502500), (320357500, 63502500)]
13:37:24: [INFO] Adding track segment (B.Cu): [(320357500, 63502500), (321310000, 64455000)]
13:37:24: [INFO] Routing pad 'D13:1' at (321310000, 64455000) with pad 'D14:1' at (340360000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(321310000, 64455000), (340360000, 64455000)]
13:37:24: [INFO] Routing pad 'D14:1' at (340360000, 64455000) with pad 'D15:1' at (349885000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(340360000, 64455000), (349885000, 64455000)]
13:37:24: [INFO] Routing pad 'D15:1' at (349885000, 64455000) with pad 'D16:1' at (359410000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (B.Cu): [(349885000, 64455000), (359410000, 64455000)]
13:37:24: [INFO] Routing COL12 pads
13:37:24: [INFO] Routing pad 'SW45:1' at (317182500, 94615000) with pad 'SW61:1' at (311467500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(317182500, 94615000), (317182500, 107950000)]
13:37:24: [INFO] Adding track segment (F.Cu): [(317182500, 107950000), (311467500, 113665000)]
13:37:24: [INFO] Routing pad 'SW29:1' at (309562500, 75565000) with pad 'SW13:1' at (312420000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(309562500, 75565000), (312420000, 72707500)]
13:37:24: [INFO] Adding track segment (F.Cu): [(312420000, 72707500), (312420000, 56515000)]
13:37:24: [INFO] Routing pad 'SW29:1' at (309562500, 75565000) with pad 'SW45:1' at (317182500, 94615000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(309562500, 75565000), (309562500, 86995000)]
13:37:24: [INFO] Adding track segment (F.Cu): [(309562500, 86995000), (317182500, 94615000)]
13:37:24: [INFO] Routing COL15 pads
13:37:24: [INFO] Routing pad 'SW16:1' at (350520000, 56515000) with pad 'SW32:1' at (352425000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Routing pad 'SW48:1' at (363855000, 113665000) with pad 'SW68:1' at (352425000, 132715000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Routing pad 'SW32:1' at (352425000, 75565000) with pad 'SW48:1' at (363855000, 113665000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Routing COL0 pads
13:37:24: [INFO] Routing pad 'SW49:1' at (45720000, 92710000) with pad 'SW33:1' at (49530000, 73660000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(45720000, 92710000), (49530000, 88900000)]
13:37:24: [INFO] Adding track segment (F.Cu): [(49530000, 88900000), (49530000, 73660000)]
13:37:24: [INFO] Routing pad 'SW33:1' at (49530000, 73660000) with pad 'SW17:1' at (53340000, 54610000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(49530000, 73660000), (53340000, 69850000)]
13:37:24: [INFO] Adding track segment (F.Cu): [(53340000, 69850000), (53340000, 54610000)]
13:37:24: [INFO] Routing pad 'SW17:1' at (53340000, 54610000) with pad 'SW1:1' at (75247500, 56515000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(53340000, 54610000), (73342500, 54610000)]
13:37:24: [INFO] Adding track segment (F.Cu): [(73342500, 54610000), (75247500, 56515000)]
13:37:24: [INFO] Routing COL4 pads
13:37:24: [INFO] Routing pad 'SW21:1' at (140683239, 79210236) with pad 'SW37:1' at (141380949, 98834127) using coordinate system rotated by 12.0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(140683239, 79210236), (137712699, 93185519)]
13:37:24: [INFO] Adding track segment (F.Cu): [(137712699, 93185519), (141380949, 98834127)]
13:37:24: [INFO] Routing pad 'SW37:1' at (141380949, 98834127) with pad 'SW53:1' at (145805402, 119250162) using coordinate system rotated by 12.0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(141380949, 98834127), (139202553, 109082668)]
13:37:24: [INFO] Adding track segment (F.Cu): [(139202553, 109082668), (145805402, 119250162)]
13:37:24: [INFO] Routing pad 'SW21:1' at (140683239, 79210236) with pad 'SW5:1' at (153029127, 62358847) using coordinate system rotated by 12.0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(140683239, 79210236), (150850731, 72607388)]
13:37:24: [INFO] Adding track segment (F.Cu): [(150850731, 72607388), (153029127, 62358847)]
13:37:24: [INFO] Routing COL9 pads
13:37:24: [INFO] Routing pad 'SW42:1' at (257423936, 99969539) with pad 'SW58:1' at (252999483, 120385574) using coordinate system rotated by 348.0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(257423936, 99969539), (259602330, 110218080)]
13:37:24: [INFO] Adding track segment (F.Cu): [(259602330, 110218080), (252999483, 120385574)]
13:37:24: [INFO] Routing pad 'SW26:1' at (250668161, 81929935) with pad 'SW10:1' at (254160928, 61711936) using coordinate system rotated by 348.0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(250668161, 81929935), (256537357, 72892162)]
13:37:24: [INFO] Adding track segment (F.Cu): [(256537357, 72892162), (254160928, 61711936)]
13:37:24: [INFO] Routing pad 'SW26:1' at (250668161, 81929935) with pad 'SW42:1' at (257423936, 99969539) using coordinate system rotated by 348.0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(250668161, 81929935), (254034769, 97768588)]
13:37:24: [INFO] Adding track segment (F.Cu): [(254034769, 97768588), (257423936, 99969539)]
13:37:24: [INFO] Routing COL11 pads
13:37:24: [INFO] Routing pad 'SW44:1' at (298132500, 94615000) with pad 'SW60:1' at (292417500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(298132500, 94615000), (298132500, 107950000)]
13:37:24: [INFO] Adding track segment (F.Cu): [(298132500, 107950000), (292417500, 113665000)]
13:37:24: [INFO] Routing pad 'SW28:1' at (290512500, 74612500) with pad 'SW12:1' at (293370000, 55562500) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(290512500, 74612500), (293370000, 71755000)]
13:37:24: [INFO] Adding track segment (F.Cu): [(293370000, 71755000), (293370000, 55562500)]
13:37:24: [INFO] Routing pad 'SW28:1' at (290512500, 74612500) with pad 'SW44:1' at (298132500, 94615000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(290512500, 74612500), (290512500, 86995000)]
13:37:24: [INFO] Adding track segment (F.Cu): [(290512500, 86995000), (298132500, 94615000)]
13:37:24: [INFO] Routing COL2 pads
13:37:24: [INFO] Routing pad 'SW19:1' at (100012500, 75565000) with pad 'SW35:1' at (100965000, 94615000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(100012500, 75565000), (100012500, 93662500)]
13:37:24: [INFO] Adding track segment (F.Cu): [(100012500, 93662500), (100965000, 94615000)]
13:37:24: [INFO] Routing pad 'SW35:1' at (100965000, 94615000) with pad 'SW51:1' at (105727500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:24: [INFO] Adding track segment (F.Cu): [(100965000, 94615000), (100965000, 108902500)]
13:37:24: [INFO] Adding track segment (F.Cu): [(100965000, 108902500), (105727500, 113665000)]
13:37:24: [INFO] Routing pad 'SW19:1' at (100012500, 75565000) with pad 'SW3:1' at (113347500, 55562500) using coordinate system rotated by 0 degree(s)
13:37:25: [INFO] Adding track segment (F.Cu): [(100012500, 75565000), (113347500, 62230000)]
13:37:25: [INFO] Adding track segment (F.Cu): [(113347500, 62230000), (113347500, 55562500)]
13:37:25: [INFO] Routing COL13 pads
13:37:25: [INFO] Routing pad 'SW30:1' at (328612500, 75565000) with pad 'SW14:1' at (331470000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:25: [INFO] Routing pad 'SW30:1' at (328612500, 75565000) with pad 'SW46:1' at (337661250, 113665000) using coordinate system rotated by 0 degree(s)
13:37:25: [INFO] Adding track segment (F.Cu): [(328612500, 75565000), (328612500, 104616250)]
13:37:25: [INFO] Adding track segment (F.Cu): [(328612500, 104616250), (337661250, 113665000)]
13:37:25: [INFO] Routing COL10 pads
13:37:25: [INFO] Routing pad 'SW43:1' at (276057647, 96008822) with pad 'SW59:1' at (271633195, 116424856) using coordinate system rotated by 348.0 degree(s)
13:37:25: [INFO] Adding track segment (F.Cu): [(276057647, 96008822), (278236041, 106257363)]
13:37:25: [INFO] Adding track segment (F.Cu): [(278236041, 106257363), (271633195, 116424856)]
13:37:25: [INFO] Routing pad 'SW27:1' at (269301873, 77969218) with pad 'SW11:1' at (272794640, 57751219) using coordinate system rotated by 348.0 degree(s)
13:37:25: [INFO] Adding track segment (F.Cu): [(269301873, 77969218), (275171070, 68931445)]
13:37:25: [INFO] Adding track segment (F.Cu): [(275171070, 68931445), (272794640, 57751219)]
13:37:25: [INFO] Routing pad 'SW27:1' at (269301873, 77969218) with pad 'SW43:1' at (276057647, 96008822) using coordinate system rotated by 348.0 degree(s)
13:37:25: [INFO] Adding track segment (F.Cu): [(269301873, 77969218), (272668483, 93807873)]
13:37:25: [INFO] Adding track segment (F.Cu): [(272668483, 93807873), (276057647, 96008822)]
