=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:28:25: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgEwDoDsBWANHcBPWcAGJBNAXy3AIwXCwmngE4kDzsqBGD8AXQwCgwUfEXQU88ALSjM2AMb5wAYgCGa9eDaUMBWnAgL4yuSdOaKnPfXxcWWzjTrhD2JSnce94AO74E9jA4AZitheA5iMgtAtF4BIQZCVFkfGyQo7A4dUJdjUxNzTMDQxOYSLSyOXQpK7hrAx31U8PSKwJCnRIiqeUU3D3dC8ErYvkFreCIU33h-CgRsp1ylfIKtBbqm0tb5wOrsDc2DPvUNChnESPX2kpFkimWBweuOUfiJpJJzvx3sIMWtjYiD1nH1VgotP8ql4oR0mo8nl4LnM-oEACy3SZXChQt7jMKfaZpDLgNEAj62L7YC4RcoUMlcTFwCLoLQMuGk9FeBl4oQAJy6FC692wEjgQXSDzBqyGULi+L5QIoAuJQp+JKoHKoGOisWiADZ5QkfnSio1hhgOVkdUVeR9kKzduaFhyFjbwAs7QSJabwP9zf8Of93f8vYkJSCEQMkWlfQyctL8jHZmzqAmjP1o98WnGMF7FVIqsrBdhEihIuJ1VKM+ChlQUF4qAAORsYRit6FjY3wfXJNqG+oN+ot+rtrsfFDXAcHDBDmcjmdj94E3sk-7Tv2zmEYBebpf4xKr7OXElk9tLPpPOfNZl9+l7Xg8IA
13:28:31: [INFO] Routing pad 'SW36:1' at (167585128, 88225944) with pad 'SW50:1' at (173657424, 108640531) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(167585128, 88225944), (165931128, 97606238)]
13:28:31: [INFO] Adding track segment (F.Cu): [(165931128, 97606238), (173657424, 108640531)]
13:28:31: [INFO] Routing COL6 pads
13:28:31: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: SW7 at -10.0 degree(s) and footprint2: SW22 at 10.0 degree(s)
13:28:31: [INFO] Routing pad 'SW37:1' at (205438713, 90965643) with pad 'SW51:1' at (199366417, 111380230) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(205438713, 90965643), (207092711, 100345937)]
13:28:32: [INFO] Adding track segment (F.Cu): [(207092711, 100345937), (199366417, 111380230)]
13:28:32: [INFO] Routing pad 'SW22:1' at (197440568, 73032055) with pad 'SW37:1' at (205438713, 90965643) using coordinate system rotated by 350.0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(197440568, 73032055), (199921565, 87102494)]
13:28:32: [INFO] Adding track segment (F.Cu): [(199921565, 87102494), (205438713, 90965643)]
13:28:32: [INFO] Routing COL10 pads
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: SW26 at 0.0 degree(s) and footprint2: SW11 at 10.0 degree(s)
13:28:32: [INFO] Routing pad 'SW41:1' at (286702500, 78422500) with pad 'SW26:1' at (277177500, 59372500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(286702500, 78422500), (277177500, 68897500)]
13:28:32: [INFO] Adding track segment (F.Cu): [(277177500, 68897500), (277177500, 59372500)]
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: SW64 at 10.0 degree(s) and footprint2: SW55 at 0.0 degree(s)
13:28:32: [INFO] Routing pad 'SW55:1' at (281940000, 97472500) with pad 'SW41:1' at (286702500, 78422500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(281940000, 97472500), (286702500, 92710000)]
13:28:32: [INFO] Adding track segment (F.Cu): [(286702500, 92710000), (286702500, 78422500)]
13:28:32: [INFO] Routing COL14 pads
13:28:32: [INFO] Routing pad 'SW57:1' at (329565000, 97472500) with pad 'SW67:1' at (362902500, 116522500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(329565000, 97472500), (343852500, 97472500)]
13:28:32: [INFO] Adding track segment (F.Cu): [(343852500, 97472500), (362902500, 116522500)]
13:28:32: [INFO] Routing COL0 pads
13:28:32: [INFO] Routing pad 'SW16:1' at (58102500, 59372500) with pad 'SW1:1' at (53340000, 40322500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(58102500, 59372500), (53340000, 54610000)]
13:28:32: [INFO] Adding track segment (F.Cu): [(53340000, 54610000), (53340000, 40322500)]
13:28:32: [INFO] Routing pad 'SW31:1' at (58102500, 78422500) with pad 'SW16:1' at (58102500, 59372500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(58102500, 78422500), (58102500, 59372500)]
13:28:32: [INFO] Routing pad 'SW45:1' at (58102500, 97472500) with pad 'SW31:1' at (58102500, 78422500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(58102500, 97472500), (58102500, 78422500)]
13:28:32: [INFO] Routing pad 'SW59:1' at (48577500, 116522500) with pad 'SW45:1' at (58102500, 97472500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(48577500, 116522500), (58102500, 106997500)]
13:28:32: [INFO] Adding track segment (F.Cu): [(58102500, 106997500), (58102500, 97472500)]
13:28:32: [INFO] Routing COL4 pads
13:28:32: [INFO] Routing pad 'SW5:1' at (131989801, 43261774) with pad 'SW20:1' at (142752244, 64503360) using coordinate system rotated by 10.0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(131989801, 43261774), (131162801, 47951919)]
13:28:32: [INFO] Adding track segment (F.Cu): [(131162801, 47951919), (142752244, 64503360)]
13:28:32: [INFO] Routing pad 'SW20:1' at (142752244, 64503360) with pad 'SW35:1' at (148824540, 84917947) using coordinate system rotated by 10.0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(142752244, 64503360), (141098244, 73883653)]
13:28:32: [INFO] Adding track segment (F.Cu): [(141098244, 73883653), (148824540, 84917947)]
13:28:32: [INFO] Routing pad 'SW35:1' at (148824540, 84917947) with pad 'SW49:1' at (154896836, 105332533) using coordinate system rotated by 10.0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(148824540, 84917947), (147170540, 94298239)]
13:28:32: [INFO] Adding track segment (F.Cu): [(147170540, 94298239), (154896836, 105332533)]
13:28:32: [INFO] Routing ROW4 pads
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D59 at 90.0 degree(s) and footprint2: D60 at 80.0 degree(s)
13:28:32: [INFO] Routing pad 'D60:1' at (119098763, 126426731) with pad 'D61:1' at (149584718, 131802227) using coordinate system rotated by 280.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(119098763, 126426731), (149584717, 131802226)]
13:28:32: [INFO] Adding track segment (B.Cu): [(149584717, 131802226), (149584718, 131802227)]
13:28:32: [INFO] Routing pad 'D61:1' at (149584718, 131802227) with pad 'D62:1' at (180070673, 137177723) using coordinate system rotated by 280.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(149584718, 131802227), (180070671, 137177722)]
13:28:32: [INFO] Adding track segment (B.Cu): [(180070671, 137177722), (180070673, 137177723)]
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D62 at 80.0 degree(s) and footprint2: D63 at 100.0 degree(s)
13:28:32: [INFO] Routing pad 'D63:1' at (226878562, 133935460) with pad 'D64:1' at (266744811, 126905965) using coordinate system rotated by 260.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(226878562, 133935460), (266744810, 126905964)]
13:28:32: [INFO] Adding track segment (B.Cu): [(266744810, 126905964), (266744811, 126905965)]
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D64 at 100.0 degree(s) and footprint2: D65 at 90.0 degree(s)
13:28:32: [INFO] Routing pad 'D65:1' at (297973750, 124462500) with pad 'D66:1' at (352742500, 124462500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(297973750, 124462500), (352742500, 124462500)]
13:28:32: [INFO] Routing pad 'D66:1' at (352742500, 124462500) with pad 'D67:1' at (371792500, 124462500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(352742500, 124462500), (371792500, 124462500)]
13:28:32: [INFO] Routing pad 'D67:1' at (371792500, 124462500) with pad 'D68:1' at (390842500, 124462500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(371792500, 124462500), (390842500, 124462500)]
13:28:32: [INFO] Routing COL12 pads
13:28:32: [INFO] Routing pad 'SW13:1' at (300990000, 40322500) with pad 'SW28:1' at (315277500, 59372500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(300990000, 40322500), (300990000, 45085000)]
13:28:32: [INFO] Adding track segment (F.Cu): [(300990000, 45085000), (315277500, 59372500)]
13:28:32: [INFO] Routing COL1 pads
13:28:32: [INFO] Routing pad 'SW2:1' at (72390000, 40322500) with pad 'SW17:1' at (81915000, 59372500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(72390000, 40322500), (72390000, 49847500)]
13:28:32: [INFO] Adding track segment (F.Cu): [(72390000, 49847500), (81915000, 59372500)]
13:28:32: [INFO] Routing pad 'SW17:1' at (81915000, 59372500) with pad 'SW32:1' at (86677500, 78422500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(81915000, 59372500), (81915000, 73660000)]
13:28:32: [INFO] Adding track segment (F.Cu): [(81915000, 73660000), (86677500, 78422500)]
13:28:32: [INFO] Routing pad 'SW32:1' at (86677500, 78422500) with pad 'SW46:1' at (91440000, 97472500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(86677500, 78422500), (86677500, 92710000)]
13:28:32: [INFO] Adding track segment (F.Cu): [(86677500, 92710000), (91440000, 97472500)]
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: SW46 at 0.0 degree(s) and footprint2: SW60 at -10.0 degree(s)
13:28:32: [INFO] Routing ROW2 pads
13:28:32: [INFO] Routing pad 'D31:1' at (66992500, 86362500) with pad 'D32:1' at (95567500, 86362500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(66992500, 86362500), (95567500, 86362500)]
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D32 at 90.0 degree(s) and footprint2: D33 at 80.0 degree(s)
13:28:32: [INFO] Routing pad 'D33:1' at (118679539, 87665056) with pad 'D34:1' at (137440126, 90973054) using coordinate system rotated by 280.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(118679539, 87665056), (137440125, 90973053)]
13:28:32: [INFO] Adding track segment (B.Cu): [(137440125, 90973053), (137440126, 90973054)]
13:28:32: [INFO] Routing pad 'D34:1' at (137440126, 90973054) with pad 'D35:1' at (156200714, 94281052) using coordinate system rotated by 280.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(137440126, 90973054), (156200714, 94281051)]
13:28:32: [INFO] Adding track segment (B.Cu): [(156200714, 94281051), (156200714, 94281052)]
13:28:32: [INFO] Routing pad 'D35:1' at (156200714, 94281052) with pad 'D36:1' at (174961302, 97589049) using coordinate system rotated by 280.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(156200714, 94281052), (174961300, 97589048)]
13:28:32: [INFO] Adding track segment (B.Cu): [(174961300, 97589048), (174961302, 97589049)]
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D36 at 80.0 degree(s) and footprint2: D37 at 100.0 degree(s)
13:28:32: [INFO] Routing pad 'D37:1' at (215572420, 97241284) with pad 'D38:1' at (234333007, 93933286) using coordinate system rotated by 260.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(215572420, 97241284), (234333005, 93933286)]
13:28:32: [INFO] Adding track segment (B.Cu): [(234333005, 93933286), (234333007, 93933286)]
13:28:32: [INFO] Routing pad 'D38:1' at (234333007, 93933286) with pad 'D39:1' at (253093595, 90625289) using coordinate system rotated by 260.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(234333007, 93933286), (253093593, 90625287)]
13:28:32: [INFO] Adding track segment (B.Cu): [(253093593, 90625287), (253093595, 90625289)]
13:28:32: [INFO] Routing pad 'D39:1' at (253093595, 90625289) with pad 'D40:1' at (271854183, 87317291) using coordinate system rotated by 260.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(253093595, 90625289), (271854182, 87317290)]
13:28:32: [INFO] Adding track segment (B.Cu): [(271854182, 87317290), (271854183, 87317291)]
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D40 at 100.0 degree(s) and footprint2: D41 at 90.0 degree(s)
13:28:32: [INFO] Routing pad 'D41:1' at (295592500, 86362500) with pad 'D42:1' at (314642500, 86362500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(295592500, 86362500), (314642500, 86362500)]
13:28:32: [INFO] Routing pad 'D42:1' at (314642500, 86362500) with pad 'D43:1' at (345598750, 86362500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(314642500, 86362500), (345598750, 86362500)]
13:28:32: [INFO] Routing pad 'D43:1' at (345598750, 86362500) with pad 'D44:1' at (390842500, 86362500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(345598750, 86362500), (390842500, 86362500)]
13:28:32: [INFO] Routing ROW0 pads
13:28:32: [INFO] Routing pad 'D1:1' at (62230000, 48262500) with pad 'D2:1' at (81280000, 48262500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(62230000, 48262500), (81280000, 48262500)]
13:28:32: [INFO] Routing pad 'D2:1' at (81280000, 48262500) with pad 'D3:1' at (100330000, 43500000) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(81280000, 48262500), (95567500, 48262500)]
13:28:32: [INFO] Adding track segment (B.Cu): [(95567500, 48262500), (100330000, 43500000)]
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D3 at 90.0 degree(s) and footprint2: D4 at 80.0 degree(s)
13:28:32: [INFO] Routing pad 'D4:1' at (120605387, 49316881) with pad 'D5:1' at (139365975, 52624879) using coordinate system rotated by 280.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(120605387, 49316881), (139365975, 52624878)]
13:28:32: [INFO] Adding track segment (B.Cu): [(139365975, 52624878), (139365975, 52624879)]
13:28:32: [INFO] Routing pad 'D5:1' at (139365975, 52624879) with pad 'D6:1' at (158126563, 55932877) using coordinate system rotated by 280.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(139365975, 52624879), (158126562, 55932876)]
13:28:32: [INFO] Adding track segment (B.Cu): [(158126562, 55932876), (158126563, 55932877)]
13:28:32: [INFO] Routing pad 'D6:1' at (158126563, 55932877) with pad 'D7:1' at (176887150, 59240875) using coordinate system rotated by 280.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(158126563, 55932877), (176887149, 59240874)]
13:28:32: [INFO] Adding track segment (B.Cu): [(176887149, 59240874), (176887150, 59240875)]
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D7 at 80.0 degree(s) and footprint2: D8 at 100.0 degree(s)
13:28:32: [INFO] Routing pad 'D8:1' at (213646571, 58893109) with pad 'D9:1' at (232407159, 55585111) using coordinate system rotated by 260.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(213646571, 58893109), (232407157, 55585111)]
13:28:32: [INFO] Adding track segment (B.Cu): [(232407157, 55585111), (232407159, 55585111)]
13:28:32: [INFO] Routing pad 'D9:1' at (232407159, 55585111) with pad 'D10:1' at (251167746, 52277114) using coordinate system rotated by 260.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(232407159, 55585111), (251167743, 52277112)]
13:28:32: [INFO] Adding track segment (B.Cu): [(251167743, 52277112), (251167746, 52277114)]
13:28:32: [INFO] Routing pad 'D10:1' at (251167746, 52277114) with pad 'D11:1' at (269928334, 48969116) using coordinate system rotated by 260.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(251167746, 52277114), (269928333, 48969115)]
13:28:32: [INFO] Adding track segment (B.Cu): [(269928333, 48969115), (269928334, 48969116)]
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D11 at 100.0 degree(s) and footprint2: D12 at 90.0 degree(s)
13:28:32: [INFO] Routing pad 'D12:1' at (290830000, 43500000) with pad 'D13:1' at (309880000, 48262500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(290830000, 43500000), (295592500, 48262500)]
13:28:32: [INFO] Adding track segment (B.Cu): [(295592500, 48262500), (309880000, 48262500)]
13:28:32: [INFO] Routing pad 'D13:1' at (309880000, 48262500) with pad 'D14:1' at (338455000, 48262500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(309880000, 48262500), (338455000, 48262500)]
13:28:32: [INFO] Routing pad 'D14:1' at (338455000, 48262500) with pad 'D15:1' at (390842500, 48262500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(338455000, 48262500), (390842500, 48262500)]
13:28:32: [INFO] Routing COL13 pads
13:28:32: [INFO] Routing pad 'SW29:1' at (339090000, 59372500) with pad 'SW14:1' at (329565000, 40322500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(339090000, 59372500), (329565000, 49847500)]
13:28:32: [INFO] Adding track segment (F.Cu): [(329565000, 49847500), (329565000, 40322500)]
13:28:32: [INFO] Routing pad 'SW56:1' at (300990000, 97472500) with pad 'SW43:1' at (336708750, 78422500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(300990000, 97472500), (320040000, 78422500)]
13:28:32: [INFO] Adding track segment (F.Cu): [(320040000, 78422500), (336708750, 78422500)]
13:28:32: [INFO] Routing pad 'SW43:1' at (336708750, 78422500) with pad 'SW29:1' at (339090000, 59372500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (F.Cu): [(336708750, 78422500), (339090000, 76041250)]
13:28:32: [INFO] Adding track segment (F.Cu): [(339090000, 76041250), (339090000, 59372500)]
13:28:32: [INFO] Routing pad 'SW43:1' at (336708750, 78422500) with pad 'SW66:1' at (343852500, 116522500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Routing ROW3 pads
13:28:32: [INFO] Routing pad 'D45:1' at (66992500, 105412500) with pad 'D46:1' at (100330000, 105412500) using coordinate system rotated by 0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(66992500, 105412500), (100330000, 105412500)]
13:28:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D46 at 90.0 degree(s) and footprint2: D47 at 80.0 degree(s)
13:28:32: [INFO] Routing pad 'D47:1' at (124751835, 108079643) with pad 'D48:1' at (143512422, 111387640) using coordinate system rotated by 280.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(124751835, 108079643), (143512420, 111387639)]
13:28:32: [INFO] Adding track segment (B.Cu): [(143512420, 111387639), (143512422, 111387640)]
13:28:32: [INFO] Routing pad 'D48:1' at (143512422, 111387640) with pad 'D49:1' at (162273010, 114695638) using coordinate system rotated by 280.0 degree(s)
13:28:32: [INFO] Adding track segment (B.Cu): [(143512422, 111387640), (162273008, 114695636)]
13:28:32: [INFO] Adding track segment (B.Cu): [(162273008, 114695636), (162273010, 114695638)]
13:28:32: [INFO] Routing pad 'D49:1' at (162273010, 114695638) with pad 'D50:1' at (181033598, 118003636) using coordinate system rotated by 280.0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(162273010, 114695638), (181033597, 118003635)]
13:28:33: [INFO] Adding track segment (B.Cu): [(181033597, 118003635), (181033598, 118003636)]
13:28:33: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D50 at 80.0 degree(s) and footprint2: D51 at 100.0 degree(s)
13:28:33: [INFO] Routing pad 'D51:1' at (209500124, 117655871) with pad 'D52:1' at (228260711, 114347873) using coordinate system rotated by 260.0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(209500124, 117655871), (228260710, 114347872)]
13:28:33: [INFO] Adding track segment (B.Cu): [(228260710, 114347872), (228260711, 114347873)]
13:28:33: [INFO] Routing pad 'D52:1' at (228260711, 114347873) with pad 'D53:1' at (247021299, 111039875) using coordinate system rotated by 260.0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(228260711, 114347873), (247021298, 111039874)]
13:28:33: [INFO] Adding track segment (B.Cu): [(247021298, 111039874), (247021299, 111039875)]
13:28:33: [INFO] Routing pad 'D53:1' at (247021299, 111039875) with pad 'D54:1' at (265781887, 107731877) using coordinate system rotated by 260.0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(247021299, 111039875), (265781886, 107731877)]
13:28:33: [INFO] Adding track segment (B.Cu): [(265781886, 107731877), (265781887, 107731877)]
13:28:33: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D54 at 100.0 degree(s) and footprint2: D55 at 90.0 degree(s)
13:28:33: [INFO] Routing pad 'D55:1' at (290830000, 105412500) with pad 'D56:1' at (309880000, 105412500) using coordinate system rotated by 0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(290830000, 105412500), (309880000, 105412500)]
13:28:33: [INFO] Routing pad 'D56:1' at (309880000, 105412500) with pad 'D57:1' at (338455000, 105412500) using coordinate system rotated by 0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(309880000, 105412500), (338455000, 105412500)]
13:28:33: [INFO] Routing pad 'D57:1' at (338455000, 105412500) with pad 'D58:1' at (371792500, 105412500) using coordinate system rotated by 0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(338455000, 105412500), (371792500, 105412500)]
13:28:33: [INFO] Routing ROW1 pads
13:28:33: [INFO] Routing pad 'D16:1' at (66992500, 67312500) with pad 'D17:1' at (90805000, 67312500) using coordinate system rotated by 0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(66992500, 67312500), (90805000, 67312500)]
13:28:33: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D17 at 90.0 degree(s) and footprint2: D18 at 80.0 degree(s)
13:28:33: [INFO] Routing pad 'D18:1' at (112607242, 67250469) with pad 'D19:1' at (131367830, 70558467) using coordinate system rotated by 280.0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(112607242, 67250469), (131367828, 70558465)]
13:28:33: [INFO] Adding track segment (B.Cu): [(131367828, 70558465), (131367830, 70558467)]
13:28:33: [INFO] Routing pad 'D19:1' at (131367830, 70558467) with pad 'D20:1' at (150128418, 73866465) using coordinate system rotated by 280.0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(131367830, 70558467), (150128418, 73866464)]
13:28:33: [INFO] Adding track segment (B.Cu): [(150128418, 73866464), (150128418, 73866465)]
13:28:33: [INFO] Routing pad 'D20:1' at (150128418, 73866465) with pad 'D21:1' at (168889006, 77174463) using coordinate system rotated by 280.0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(150128418, 73866465), (168889005, 77174462)]
13:28:33: [INFO] Adding track segment (B.Cu): [(168889005, 77174462), (168889006, 77174463)]
13:28:33: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D21 at 80.0 degree(s) and footprint2: D22 at 100.0 degree(s)
13:28:33: [INFO] Routing pad 'D22:1' at (207574275, 79307696) with pad 'D23:1' at (226334863, 75999698) using coordinate system rotated by 260.0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(207574275, 79307696), (226334862, 75999697)]
13:28:33: [INFO] Adding track segment (B.Cu): [(226334862, 75999697), (226334863, 75999698)]
13:28:33: [INFO] Routing pad 'D23:1' at (226334863, 75999698) with pad 'D24:1' at (245095450, 72691700) using coordinate system rotated by 260.0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(226334863, 75999698), (245095448, 72691700)]
13:28:33: [INFO] Adding track segment (B.Cu): [(245095448, 72691700), (245095450, 72691700)]
13:28:33: [INFO] Routing pad 'D24:1' at (245095450, 72691700) with pad 'D25:1' at (263856038, 69383702) using coordinate system rotated by 260.0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(245095450, 72691700), (263856037, 69383701)]
13:28:33: [INFO] Adding track segment (B.Cu): [(263856037, 69383701), (263856038, 69383702)]
13:28:33: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D25 at 100.0 degree(s) and footprint2: D26 at 90.0 degree(s)
13:28:33: [INFO] Routing pad 'D26:1' at (286067500, 67312500) with pad 'D27:1' at (305117500, 67312500) using coordinate system rotated by 0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(286067500, 67312500), (305117500, 67312500)]
13:28:33: [INFO] Routing pad 'D27:1' at (305117500, 67312500) with pad 'D28:1' at (324167500, 67312500) using coordinate system rotated by 0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(305117500, 67312500), (324167500, 67312500)]
13:28:33: [INFO] Routing pad 'D28:1' at (324167500, 67312500) with pad 'D29:1' at (347980000, 67312500) using coordinate system rotated by 0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(324167500, 67312500), (347980000, 67312500)]
13:28:33: [INFO] Routing pad 'D29:1' at (347980000, 67312500) with pad 'D30:1' at (390842500, 67312500) using coordinate system rotated by 0 degree(s)
13:28:33: [INFO] Adding track segment (B.Cu): [(347980000, 67312500), (390842500, 67312500)]
13:28:33: [INFO] Removing dangling tracks
