=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:35:34: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgIwFYB0AmJAaO4Ces4AGFJAX23EMwQGYAdAO0caoXArWvqZ9fbgjR4CdFhwB3AiLHgAFlJLkcAFkw1+EScJIV52shVVJwAXUwAoMFAJpRSypkL8HbClTTOq6t5mWfMxj4AbP4A7P4AHP4AnP4ITj4IrjisHtiaNvas3MwMVAkp1H5mloI2ohRaiIoUCI7OdcngdWk4dd5tvg0B3SG1mOH9Uf2x-fHdSROtGfr2jeolVkJwthiVCqEGOJwF4JxNnK17as6cfhw9F33bA6eYwzejN+MXk+ngVatbxwhH+8UWKxVEQYew0Ry5RiNZzghCQhjQ96fOwUcGEeF1Xbgo7gjrgcHnHDgwJEzDXfG3VH3GGYJ4Ul6kt4CD4bb6wnFcGkIAGlazwL7rbSgwz1JEKYUqagaFlC76qaYyuBBFGSoLwnbS4Eq8CqBkzaoSnXUZJleDEOXUI66vG6nlLAhBQUrbWqZTqqVi2X2VRqniMfaa8qbb33d1sEwmIA
13:35:41: [INFO] Adding track segment (F.Cu): [(200977500, 126047500), (200977500, 142716250)]
13:35:41: [INFO] Adding track segment (F.Cu): [(200977500, 142716250), (198596250, 145097500)]
13:35:41: [INFO] Routing pad 'SW36:1' at (210502500, 106997500) with pad 'SW51:1' at (200977500, 126047500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(210502500, 106997500), (210502500, 116522500)]
13:35:41: [INFO] Adding track segment (F.Cu): [(210502500, 116522500), (200977500, 126047500)]
13:35:41: [INFO] Routing pad 'SW66a:1' at (198596250, 145097500) with pad 'SW66:1' at (203358750, 145097500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(198596250, 145097500), (203358750, 145097500)]
13:35:41: [INFO] Routing pad 'SW7:1' at (196215000, 68897500) with pad 'SW22:1' at (205740000, 87947500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(196215000, 68897500), (196215000, 78422500)]
13:35:41: [INFO] Adding track segment (F.Cu): [(196215000, 78422500), (205740000, 87947500)]
13:35:41: [INFO] Routing pad 'SW22:1' at (205740000, 87947500) with pad 'SW36:1' at (210502500, 106997500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(205740000, 87947500), (205740000, 102235000)]
13:35:41: [INFO] Adding track segment (F.Cu): [(205740000, 102235000), (210502500, 106997500)]
13:35:41: [INFO] Routing COL2 pads
13:35:41: [INFO] Routing pad 'SW32:1' at (134302500, 106997500) with pad 'SW47:1' at (124777500, 126047500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(134302500, 106997500), (134302500, 116522500)]
13:35:41: [INFO] Adding track segment (F.Cu): [(134302500, 116522500), (124777500, 126047500)]
13:35:41: [INFO] Routing pad 'SW3:1' at (120015000, 68897500) with pad 'SW18:1' at (129540000, 87947500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(120015000, 68897500), (120015000, 78422500)]
13:35:41: [INFO] Adding track segment (F.Cu): [(120015000, 78422500), (129540000, 87947500)]
13:35:41: [INFO] Routing pad 'SW47:1' at (124777500, 126047500) with pad 'SW62:1' at (131921250, 145097500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(124777500, 126047500), (124777500, 137953750)]
13:35:41: [INFO] Adding track segment (F.Cu): [(124777500, 137953750), (131921250, 145097500)]
13:35:41: [INFO] Routing pad 'SW18:1' at (129540000, 87947500) with pad 'SW32:1' at (134302500, 106997500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(129540000, 87947500), (129540000, 102235000)]
13:35:41: [INFO] Adding track segment (F.Cu): [(129540000, 102235000), (134302500, 106997500)]
13:35:41: [INFO] Routing COL0 pads
13:35:41: [INFO] Routing pad 'SW30:1' at (89058750, 106997500) with pad 'SW45a:1' at (84296250, 126047500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(89058750, 106997500), (89058750, 121285000)]
13:35:41: [INFO] Adding track segment (F.Cu): [(89058750, 121285000), (84296250, 126047500)]
13:35:41: [INFO] Routing pad 'SW45a:1' at (84296250, 126047500) with pad 'SW60:1' at (84296250, 145097500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(84296250, 126047500), (84296250, 145097500)]
13:35:41: [INFO] Could not add track segment due to detected collision
13:35:41: [INFO] Routing pad 'SW1:1' at (81915000, 68897500) with pad 'SW16:1' at (86677500, 87947500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(81915000, 68897500), (81915000, 83185000)]
13:35:41: [INFO] Adding track segment (F.Cu): [(81915000, 83185000), (86677500, 87947500)]
13:35:41: [INFO] Routing pad 'SW16:1' at (86677500, 87947500) with pad 'SW30:1' at (89058750, 106997500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(86677500, 87947500), (86677500, 104616250)]
13:35:41: [INFO] Adding track segment (F.Cu): [(86677500, 104616250), (89058750, 106997500)]
13:35:41: [INFO] Routing pad 'SW45a:1' at (84296250, 126047500) with pad 'SW45:1' at (93821250, 126047500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(84296250, 126047500), (93821250, 126047500)]
13:35:41: [INFO] Routing COL9 pads
13:35:41: [INFO] Routing pad 'SW39:1' at (267652500, 106997500) with pad 'SW54:1' at (258127500, 126047500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(267652500, 106997500), (267652500, 116522500)]
13:35:41: [INFO] Adding track segment (F.Cu): [(267652500, 116522500), (258127500, 126047500)]
13:35:41: [INFO] Routing pad 'SW10:1' at (253365000, 68897500) with pad 'SW25:1' at (262890000, 87947500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(253365000, 68897500), (253365000, 78422500)]
13:35:41: [INFO] Adding track segment (F.Cu): [(253365000, 78422500), (262890000, 87947500)]
13:35:41: [INFO] Routing pad 'SW25:1' at (262890000, 87947500) with pad 'SW39:1' at (267652500, 106997500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(262890000, 87947500), (262890000, 102235000)]
13:35:41: [INFO] Adding track segment (F.Cu): [(262890000, 102235000), (267652500, 106997500)]
13:35:41: [INFO] Routing ROW3 pads
13:35:41: [INFO] Routing pad 'D45:1' at (102711250, 133987500) with pad 'D46:1' at (114617500, 133987500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(102711250, 133987500), (114617500, 133987500)]
13:35:41: [INFO] Routing pad 'D46:1' at (114617500, 133987500) with pad 'D47:1' at (133667500, 133987500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(114617500, 133987500), (133667500, 133987500)]
13:35:41: [INFO] Routing pad 'D47:1' at (133667500, 133987500) with pad 'D48:1' at (152717500, 133987500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(133667500, 133987500), (152717500, 133987500)]
13:35:41: [INFO] Routing pad 'D48:1' at (152717500, 133987500) with pad 'D49:1' at (171767500, 133987500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(152717500, 133987500), (171767500, 133987500)]
13:35:41: [INFO] Routing pad 'D49:1' at (171767500, 133987500) with pad 'D50:1' at (190817500, 133987500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(171767500, 133987500), (190817500, 133987500)]
13:35:41: [INFO] Routing pad 'D50:1' at (190817500, 133987500) with pad 'D51:1' at (209867500, 133987500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(190817500, 133987500), (209867500, 133987500)]
13:35:41: [INFO] Routing pad 'D51:1' at (209867500, 133987500) with pad 'D52:1' at (228917500, 133987500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(209867500, 133987500), (228917500, 133987500)]
13:35:41: [INFO] Routing pad 'D52:1' at (228917500, 133987500) with pad 'D53:1' at (247967500, 133987500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(228917500, 133987500), (247967500, 133987500)]
13:35:41: [INFO] Routing pad 'D53:1' at (247967500, 133987500) with pad 'D54:1' at (267017500, 133987500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(247967500, 133987500), (267017500, 133987500)]
13:35:41: [INFO] Routing pad 'D54:1' at (267017500, 133987500) with pad 'D55:1' at (286067500, 133987500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(267017500, 133987500), (286067500, 133987500)]
13:35:41: [INFO] Routing pad 'D55:1' at (286067500, 133987500) with pad 'D56:1' at (305117500, 133987500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(286067500, 133987500), (305117500, 133987500)]
13:35:42: [INFO] Routing pad 'D56:1' at (305117500, 133987500) with pad 'D57:1' at (331311250, 133987500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(305117500, 133987500), (331311250, 133987500)]
13:35:42: [INFO] Routing pad 'D57:1' at (331311250, 133987500) with pad 'D58:1' at (357505000, 133987500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(331311250, 133987500), (357505000, 133987500)]
13:35:42: [INFO] Routing pad 'D58:1' at (357505000, 133987500) with pad 'D59:1' at (376555000, 133987500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(357505000, 133987500), (376555000, 133987500)]
13:35:42: [INFO] Routing COL10 pads
13:35:42: [INFO] Routing pad 'SW55:1' at (277177500, 126047500) with pad 'SW68:1' at (274796250, 145097500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(277177500, 126047500), (277177500, 142716250)]
13:35:42: [INFO] Adding track segment (F.Cu): [(277177500, 142716250), (274796250, 145097500)]
13:35:42: [INFO] Routing pad 'SW40:1' at (286702500, 106997500) with pad 'SW55:1' at (277177500, 126047500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(286702500, 106997500), (286702500, 116522500)]
13:35:42: [INFO] Adding track segment (F.Cu): [(286702500, 116522500), (277177500, 126047500)]
13:35:42: [INFO] Routing pad 'SW11:1' at (272415000, 68897500) with pad 'SW26:1' at (281940000, 87947500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(272415000, 68897500), (272415000, 78422500)]
13:35:42: [INFO] Adding track segment (F.Cu): [(272415000, 78422500), (281940000, 87947500)]
13:35:42: [INFO] Routing pad 'SW26:1' at (281940000, 87947500) with pad 'SW40:1' at (286702500, 106997500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(281940000, 87947500), (281940000, 102235000)]
13:35:42: [INFO] Adding track segment (F.Cu): [(281940000, 102235000), (286702500, 106997500)]
13:35:42: [INFO] Routing COL3 pads
13:35:42: [INFO] Routing pad 'SW33:1' at (153352500, 106997500) with pad 'SW48:1' at (143827500, 126047500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(153352500, 106997500), (153352500, 116522500)]
13:35:42: [INFO] Adding track segment (F.Cu): [(153352500, 116522500), (143827500, 126047500)]
13:35:42: [INFO] Routing pad 'SW4:1' at (139065000, 68897500) with pad 'SW19:1' at (148590000, 87947500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(139065000, 68897500), (139065000, 78422500)]
13:35:42: [INFO] Adding track segment (F.Cu): [(139065000, 78422500), (148590000, 87947500)]
13:35:42: [INFO] Routing pad 'SW19:1' at (148590000, 87947500) with pad 'SW33:1' at (153352500, 106997500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(148590000, 87947500), (148590000, 102235000)]
13:35:42: [INFO] Adding track segment (F.Cu): [(148590000, 102235000), (153352500, 106997500)]
13:35:42: [INFO] Routing pad 'SW33:1' at (153352500, 106997500) with pad 'SW63:1' at (396240000, 54610000) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Routing ROW1 pads
13:35:42: [INFO] Routing pad 'D16:1' at (95567500, 95887500) with pad 'D17:1' at (119380000, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(95567500, 95887500), (119380000, 95887500)]
13:35:42: [INFO] Routing pad 'D17:1' at (119380000, 95887500) with pad 'D18:1' at (138430000, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(119380000, 95887500), (138430000, 95887500)]
13:35:42: [INFO] Routing pad 'D18:1' at (138430000, 95887500) with pad 'D19:1' at (157480000, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(138430000, 95887500), (157480000, 95887500)]
13:35:42: [INFO] Routing pad 'D19:1' at (157480000, 95887500) with pad 'D20:1' at (176530000, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(157480000, 95887500), (176530000, 95887500)]
13:35:42: [INFO] Routing pad 'D20:1' at (176530000, 95887500) with pad 'D21:1' at (195580000, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(176530000, 95887500), (195580000, 95887500)]
13:35:42: [INFO] Routing pad 'D21:1' at (195580000, 95887500) with pad 'D22:1' at (214630000, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(195580000, 95887500), (214630000, 95887500)]
13:35:42: [INFO] Routing pad 'D22:1' at (214630000, 95887500) with pad 'D23:1' at (233680000, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(214630000, 95887500), (233680000, 95887500)]
13:35:42: [INFO] Routing pad 'D23:1' at (233680000, 95887500) with pad 'D24:1' at (252730000, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(233680000, 95887500), (252730000, 95887500)]
13:35:42: [INFO] Routing pad 'D24:1' at (252730000, 95887500) with pad 'D25:1' at (271780000, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(252730000, 95887500), (271780000, 95887500)]
13:35:42: [INFO] Routing pad 'D25:1' at (271780000, 95887500) with pad 'D26:1' at (290830000, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(271780000, 95887500), (290830000, 95887500)]
13:35:42: [INFO] Routing pad 'D26:1' at (290830000, 95887500) with pad 'D27:1' at (309880000, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(290830000, 95887500), (309880000, 95887500)]
13:35:42: [INFO] Routing pad 'D27:1' at (309880000, 95887500) with pad 'D28:1' at (328930000, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(309880000, 95887500), (328930000, 95887500)]
13:35:42: [INFO] Routing pad 'D28:1' at (328930000, 95887500) with pad 'D29:1' at (352742500, 95887500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(328930000, 95887500), (352742500, 95887500)]
13:35:42: [INFO] Routing COL11 pads
13:35:42: [INFO] Routing pad 'SW41:1' at (305752500, 106997500) with pad 'SW56:1' at (296227500, 126047500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(305752500, 106997500), (305752500, 116522500)]
13:35:42: [INFO] Adding track segment (F.Cu): [(305752500, 116522500), (296227500, 126047500)]
13:35:42: [INFO] Routing pad 'SW56:1' at (296227500, 126047500) with pad 'SW69:1' at (298608750, 145097500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(296227500, 126047500), (296227500, 142716250)]
13:35:42: [INFO] Adding track segment (F.Cu): [(296227500, 142716250), (298608750, 145097500)]
13:35:42: [INFO] Routing pad 'SW12:1' at (291465000, 68897500) with pad 'SW27:1' at (300990000, 87947500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(291465000, 68897500), (291465000, 78422500)]
13:35:42: [INFO] Adding track segment (F.Cu): [(291465000, 78422500), (300990000, 87947500)]
13:35:42: [INFO] Routing pad 'SW27:1' at (300990000, 87947500) with pad 'SW41:1' at (305752500, 106997500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(300990000, 87947500), (300990000, 102235000)]
13:35:42: [INFO] Adding track segment (F.Cu): [(300990000, 102235000), (305752500, 106997500)]
13:35:42: [INFO] Routing COL12 pads
13:35:42: [INFO] Routing pad 'SW13:1' at (310515000, 68897500) with pad 'SW28:1' at (320040000, 87947500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(310515000, 68897500), (310515000, 78422500)]
13:35:42: [INFO] Adding track segment (F.Cu): [(310515000, 78422500), (320040000, 87947500)]
13:35:42: [INFO] Routing pad 'SW42:1' at (336708750, 106997500) with pad 'SW57:1' at (322421250, 126047500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Routing pad 'SW57:1' at (322421250, 126047500) with pad 'SW70:1' at (329565000, 145097500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(322421250, 126047500), (322421250, 137953750)]
13:35:42: [INFO] Adding track segment (F.Cu): [(322421250, 137953750), (329565000, 145097500)]
13:35:42: [INFO] Routing pad 'SW28:1' at (320040000, 87947500) with pad 'SW42:1' at (336708750, 106997500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(320040000, 87947500), (320040000, 90328750)]
13:35:42: [INFO] Adding track segment (F.Cu): [(320040000, 90328750), (336708750, 106997500)]
13:35:42: [INFO] Routing COL13 pads
13:35:42: [INFO] Routing pad 'SW14a:1' at (329565000, 68897500) with pad 'SW14:1' at (339090000, 68897500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(329565000, 68897500), (339090000, 68897500)]
13:35:42: [INFO] Routing pad 'SW14:1' at (339090000, 68897500) with pad 'SW29:1' at (343852500, 87947500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Routing pad 'SW14:1' at (339090000, 68897500) with pad 'SW43:1' at (348615000, 68897500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(339090000, 68897500), (348615000, 68897500)]
13:35:42: [INFO] Routing pad 'SW29:1' at (343852500, 87947500) with pad 'SW58:1' at (348615000, 126047500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Routing pad 'SW58:1' at (348615000, 126047500) with pad 'SW71:1' at (348615000, 145097500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(348615000, 126047500), (348615000, 145097500)]
13:35:42: [INFO] Routing COL1 pads
13:35:42: [INFO] Routing pad 'SW31:1' at (115252500, 106997500) with pad 'SW46:1' at (105727500, 126047500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Routing pad 'SW46:1' at (105727500, 126047500) with pad 'SW61:1' at (108108750, 145097500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(105727500, 126047500), (105727500, 142716250)]
13:35:42: [INFO] Adding track segment (F.Cu): [(105727500, 142716250), (108108750, 145097500)]
13:35:42: [INFO] Routing pad 'SW2:1' at (100965000, 68897500) with pad 'SW17:1' at (110490000, 87947500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(100965000, 68897500), (100965000, 78422500)]
13:35:42: [INFO] Adding track segment (F.Cu): [(100965000, 78422500), (110490000, 87947500)]
13:35:42: [INFO] Routing pad 'SW17:1' at (110490000, 87947500) with pad 'SW31:1' at (115252500, 106997500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(110490000, 87947500), (110490000, 102235000)]
13:35:42: [INFO] Adding track segment (F.Cu): [(110490000, 102235000), (115252500, 106997500)]
13:35:42: [INFO] Routing ROW0 pads
13:35:42: [INFO] Routing pad 'D1:1' at (90805000, 76837500) with pad 'D2:1' at (109855000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(90805000, 76837500), (109855000, 76837500)]
13:35:42: [INFO] Routing pad 'D2:1' at (109855000, 76837500) with pad 'D3:1' at (128905000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(109855000, 76837500), (128905000, 76837500)]
13:35:42: [INFO] Routing pad 'D3:1' at (128905000, 76837500) with pad 'D4:1' at (147955000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(128905000, 76837500), (147955000, 76837500)]
13:35:42: [INFO] Routing pad 'D4:1' at (147955000, 76837500) with pad 'D5:1' at (167005000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(147955000, 76837500), (167005000, 76837500)]
13:35:42: [INFO] Routing pad 'D5:1' at (167005000, 76837500) with pad 'D6:1' at (186055000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(167005000, 76837500), (186055000, 76837500)]
13:35:42: [INFO] Routing pad 'D6:1' at (186055000, 76837500) with pad 'D7:1' at (205105000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(186055000, 76837500), (205105000, 76837500)]
13:35:42: [INFO] Routing pad 'D7:1' at (205105000, 76837500) with pad 'D8:1' at (224155000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(205105000, 76837500), (224155000, 76837500)]
13:35:42: [INFO] Routing pad 'D8:1' at (224155000, 76837500) with pad 'D9:1' at (243205000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(224155000, 76837500), (243205000, 76837500)]
13:35:42: [INFO] Routing pad 'D9:1' at (243205000, 76837500) with pad 'D10:1' at (262255000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(243205000, 76837500), (262255000, 76837500)]
13:35:42: [INFO] Routing pad 'D10:1' at (262255000, 76837500) with pad 'D11:1' at (281305000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(262255000, 76837500), (281305000, 76837500)]
13:35:42: [INFO] Routing pad 'D11:1' at (281305000, 76837500) with pad 'D12:1' at (300355000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(281305000, 76837500), (300355000, 76837500)]
13:35:42: [INFO] Routing pad 'D12:1' at (300355000, 76837500) with pad 'D13:1' at (319405000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(300355000, 76837500), (319405000, 76837500)]
13:35:42: [INFO] Routing pad 'D13:1' at (319405000, 76837500) with pad 'D14:1' at (347980000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(319405000, 76837500), (347980000, 76837500)]
13:35:42: [INFO] Routing pad 'D14:1' at (347980000, 76837500) with pad 'D15:1' at (376555000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(347980000, 76837500), (376555000, 76837500)]
13:35:42: [INFO] Could not add track segment due to detected collision
13:35:42: [INFO] Routing COL5 pads
13:35:42: [INFO] Routing pad 'SW35:1' at (191452500, 106997500) with pad 'SW50:1' at (181927500, 126047500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(191452500, 106997500), (191452500, 116522500)]
13:35:42: [INFO] Adding track segment (F.Cu): [(191452500, 116522500), (181927500, 126047500)]
13:35:42: [INFO] Routing pad 'SW6:1' at (177165000, 68897500) with pad 'SW21:1' at (186690000, 87947500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(177165000, 68897500), (177165000, 78422500)]
13:35:42: [INFO] Adding track segment (F.Cu): [(177165000, 78422500), (186690000, 87947500)]
13:35:42: [INFO] Routing pad 'SW21:1' at (186690000, 87947500) with pad 'SW35:1' at (191452500, 106997500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(186690000, 87947500), (186690000, 102235000)]
13:35:42: [INFO] Adding track segment (F.Cu): [(186690000, 102235000), (191452500, 106997500)]
13:35:42: [INFO] Routing pad 'SW35:1' at (191452500, 106997500) with pad 'SW65:1' at (424815000, 54610000) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Routing COL14 pads
13:35:42: [INFO] Routing pad 'SW15:1' at (367665000, 68897500) with pad 'SW44:1' at (367665000, 106997500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(367665000, 68897500), (367665000, 106997500)]
13:35:42: [INFO] Routing pad 'SW44:1' at (367665000, 106997500) with pad 'SW59:1' at (367665000, 126047500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(367665000, 106997500), (367665000, 126047500)]
13:35:42: [INFO] Routing pad 'SW59:1' at (367665000, 126047500) with pad 'SW72:1' at (367665000, 145097500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(367665000, 126047500), (367665000, 145097500)]
13:35:42: [INFO] Routing ROW2 pads
13:35:42: [INFO] Routing pad 'D30:1' at (97948750, 114937500) with pad 'D31:1' at (124142500, 114937500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(97948750, 114937500), (124142500, 114937500)]
13:35:42: [INFO] Routing pad 'D31:1' at (124142500, 114937500) with pad 'D32:1' at (143192500, 114937500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(124142500, 114937500), (143192500, 114937500)]
13:35:42: [INFO] Routing pad 'D32:1' at (143192500, 114937500) with pad 'D33:1' at (162242500, 114937500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(143192500, 114937500), (162242500, 114937500)]
13:35:42: [INFO] Routing pad 'D33:1' at (162242500, 114937500) with pad 'D34:1' at (181292500, 114937500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(162242500, 114937500), (181292500, 114937500)]
13:35:42: [INFO] Routing pad 'D34:1' at (181292500, 114937500) with pad 'D35:1' at (200342500, 114937500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(181292500, 114937500), (200342500, 114937500)]
13:35:42: [INFO] Routing pad 'D35:1' at (200342500, 114937500) with pad 'D36:1' at (219392500, 114937500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(200342500, 114937500), (219392500, 114937500)]
13:35:42: [INFO] Routing pad 'D36:1' at (219392500, 114937500) with pad 'D37:1' at (238442500, 114937500) using coordinate system rotated by 0 degree(s)
